data	avg_judgment_no	kri_full	kri_annotator7,mean_others	kri_annotator6,mean_others	kri_annotator6,annotator7	kri_annotator5,mean_others	kri_annotator5,annotator7	kri_annotator5,annotator6	kri_annotator4,mean_others	kri_annotator4,annotator7	kri_annotator4,annotator6	kri_annotator4,annotator5	kri_annotator3,mean_others	kri_annotator3,annotator7	kri_annotator3,annotator6	kri_annotator3,annotator5	kri_annotator3,annotator4	kri_annotator2,mean_others	kri_annotator2,annotator7	kri_annotator2,annotator6	kri_annotator2,annotator5	kri_annotator2,annotator4	kri_annotator2,annotator3	kri_annotator1,mean_others	kri_annotator1,annotator7	kri_annotator1,annotator6	kri_annotator1,annotator5	kri_annotator1,annotator4	kri_annotator1,annotator3	kri_annotator1,annotator2	kri_annotator0,mean_others	kri_annotator0,annotator7	kri_annotator0,annotator6	kri_annotator0,annotator5	kri_annotator0,annotator4	kri_annotator0,annotator3	kri_annotator0,annotator2	kri_annotator0,annotator1	kri2_full	kri2_annotator6,annotator7	kri2_annotator5,annotator7	kri2_annotator5,annotator6	kri2_annotator4,annotator7	kri2_annotator4,annotator6	kri2_annotator4,annotator5	kri2_annotator3,annotator7	kri2_annotator3,annotator6	kri2_annotator3,annotator5	kri2_annotator3,annotator4	kri2_annotator2,annotator7	kri2_annotator2,annotator6	kri2_annotator2,annotator5	kri2_annotator2,annotator4	kri2_annotator2,annotator3	kri2_annotator1,annotator7	kri2_annotator1,annotator6	kri2_annotator1,annotator5	kri2_annotator1,annotator4	kri2_annotator1,annotator3	kri2_annotator1,annotator2	kri2_annotator0,annotator7	kri2_annotator0,annotator6	kri2_annotator0,annotator5	kri2_annotator0,annotator4	kri2_annotator0,annotator3	kri2_annotator0,annotator2	kri2_annotator0,annotator1	spr_mean_weighted	spr_mean	spr_annotator7,mean_others	spr_annotator6,mean_others	spr_annotator6,annotator7	spr_annotator5,mean_others	spr_annotator5,annotator7	spr_annotator5,annotator6	spr_annotator4,mean_others	spr_annotator4,annotator7	spr_annotator4,annotator6	spr_annotator4,annotator5	spr_annotator3,mean_others	spr_annotator3,annotator7	spr_annotator3,annotator6	spr_annotator3,annotator5	spr_annotator3,annotator4	spr_annotator2,mean_others	spr_annotator2,annotator7	spr_annotator2,annotator6	spr_annotator2,annotator5	spr_annotator2,annotator4	spr_annotator2,annotator3	spr_annotator1,mean_others	spr_annotator1,annotator7	spr_annotator1,annotator6	spr_annotator1,annotator5	spr_annotator1,annotator4	spr_annotator1,annotator3	spr_annotator1,annotator2	spr_annotator0,mean_others	spr_annotator0,annotator7	spr_annotator0,annotator6	spr_annotator0,annotator5	spr_annotator0,annotator4	spr_annotator0,annotator3	spr_annotator0,annotator2	spr_annotator0,annotator1	ham_mean_weighted	ham_mean	ham_annotator7,mean_others	ham_annotator6,mean_others	ham_annotator6,annotator7	ham_annotator5,mean_others	ham_annotator5,annotator7	ham_annotator5,annotator6	ham_annotator4,mean_others	ham_annotator4,annotator7	ham_annotator4,annotator6	ham_annotator4,annotator5	ham_annotator3,mean_others	ham_annotator3,annotator7	ham_annotator3,annotator6	ham_annotator3,annotator5	ham_annotator3,annotator4	ham_annotator2,mean_others	ham_annotator2,annotator7	ham_annotator2,annotator6	ham_annotator2,annotator5	ham_annotator2,annotator4	ham_annotator2,annotator3	ham_annotator1,mean_others	ham_annotator1,annotator7	ham_annotator1,annotator6	ham_annotator1,annotator5	ham_annotator1,annotator4	ham_annotator1,annotator3	ham_annotator1,annotator2	ham_annotator0,mean_others	ham_annotator0,annotator7	ham_annotator0,annotator6	ham_annotator0,annotator5	ham_annotator0,annotator4	ham_annotator0,annotator3	ham_annotator0,annotator2	ham_annotator0,annotator1	overlap_annotator6,annotator7	overlap_annotator5,annotator7	overlap_annotator5,annotator6	overlap_annotator4,annotator7	overlap_annotator4,annotator6	overlap_annotator4,annotator5	overlap_annotator3,annotator7	overlap_annotator3,annotator6	overlap_annotator3,annotator5	overlap_annotator3,annotator4	overlap_annotator2,annotator7	overlap_annotator2,annotator6	overlap_annotator2,annotator5	overlap_annotator2,annotator4	overlap_annotator2,annotator3	overlap_annotator1,annotator7	overlap_annotator1,annotator6	overlap_annotator1,annotator5	overlap_annotator1,annotator4	overlap_annotator1,annotator3	overlap_annotator1,annotator2	overlap_annotator0,annotator7	overlap_annotator0,annotator6	overlap_annotator0,annotator5	overlap_annotator0,annotator4	overlap_annotator0,annotator3	overlap_annotator0,annotator2	overlap_annotator0,annotator1	judgments_annotator0	judgments_annotator1	judgments_annotator2	judgments_annotator3	judgments_annotator4	judgments_annotator5	judgments_annotator6	judgments_annotator7	judgments_total	judgment_1.0	judgment_2.0	judgment_3.0	judgment_4.0	judgment_0.0
ausspannen	1.8269351793580868	0.6616824511964301	0.5126912431182894	0.5536107257848588	-0.29214285714285704	0.6811148409007745	0.7777777777777778	0.3751473063973063	0.697375363975304	0.42987804878048785	0.45342159986263997	0.40581440550896863	0.7149380256125559	0.21355897009966773	0.4256068507195173	0.686571575027199	0.4709124043781443	0.44121425945583215	-0.41666666666666696	0.08343935538592029	0.34408663436876596	0.2634017207147583	0.4496001094265142	0.7348761521673663	0.6235418110418111	0.6154849496687897	0.5369788383610985	0.7058870772374422	0.768912262944595	0.42108598472234837	0.7325484783568806	0.895483870967742	0.5070045261555716	0.3473022734550113	0.30681295407397113	0.8129762308212566	0.40213054987554164	0.8251126281774569	0.5178168162467545	0.19547558288167377	0.7658919655134742	0.15482337136116497	0.6501274554011842	0.11677523108912136	0.2778074849028612	0.1876344047498013	0.3433944409017926	0.6242719847990461	0.3409784942639943	-0.6536561981455926	0.1998186950974753	0.4063977498105569	0.24433064768037183	0.3619360412277658	0.6269585692618942	0.5715985944239927	0.52139426908556	0.6703514530809318	0.6136002917803951	0.33792653587788224	0.903969748380537	0.3874349691693604	0.3000105845569677	0.19795365971245793	0.68387621444282	0.36368279207740595	0.7245877674835337	0.7031093620958656	0.5343695320788227	0.508930474387443	0.6033938836119578	-0.45643546458763845	0.6959369417453999	0.8660254037844387	0.3987240387328827	0.7453693606425439	0.7378647873726218	0.470732235809019	0.40032038451271784	0.7383291212853841	0.24871243779177743	0.48717217980366523	0.7456483289894676	0.46778134255215253	0.7333094614222283	nan	0.05507425944972206	0.3358789499430026	0.3167762968124702	0.6499104570398513	0.7756921068789271	0.6303030303030303	0.6147846385545565	0.5627944850590262	0.7469395775985406	0.7736284335365327	0.7658481639271303	0.7696010146993335	0.9210526315789475	0.5246149707812447	0.516260162601626	0.3074899092964164	0.8129949538320108	0.7032288778355069	0.8238518932174899	0.5350509286998201	0.4647282275168762	nan	nan	0.4	nan	0.6666666666666667	0.41666666666666663	nan	0.16666666666666663	0.6521739130434783	0.2727272727272727	nan	0.375	0.46153846153846156	0.5	0.5769230769230769	nan	0.0	0.38888888888888884	0.36363636363636365	0.36363636363636365	0.3063583815028902	nan	0.5384615384615384	0.4444444444444444	0.5333333333333333	0.5681818181818181	0.7109375	0.31818181818181823	nan	0.8	0.5	0.41666666666666663	0.4782608695652174	0.7649572649572649	0.3392857142857143	0.6887966804979253	5	3	12	6	23	11	8	39	28	26	2	18	11	11	173	13	45	30	44	256	198	5	24	12	23	234	168	241	651	713	522	680	101	102	100	34	2903	1198	663	319	561	162
Behandlung	2.0085470085470085	0.38753345030465824	nan	0.41037209286275655	nan	0.40504511640353225	nan	0.3142204785181375	0.2504158623751165	nan	0.1431535269709544	0.38967346938775504	-0.028760353352295098	nan	0.18155677764762723	0.11826086956521753	-0.10864848166454544	0.22708216751845134	nan	-0.7851037851037852	-0.8	-0.589387755102041	0.065266292811203	0.49300715210735757	nan	0.6020408163265307	0.40182310142871047	0.298943661971831	-0.19921981879911077	-0.15295543407557455	0.5872796242390763	nan	0.5732323232323233	0.38083129780162583	-0.29392319277108436	-0.21822120347041896	0.2536035527132633	0.46071890921239445	0.6221627262490672	nan	nan	0.6288408521889169	nan	0.45485186829338975	0.2960412258769932	nan	0.4944806186440096	0.4665122997727853	0.08419079687934372	nan	-0.14916116495943643	0.22537835106507031	-0.26751172760071484	0.7075913342083923	nan	0.8316089811362652	0.7631839243983125	0.32680521540343677	0.31449986010450204	0.42393513489266943	nan	0.9049469146999477	0.7207568753275955	-0.015450103383286118	0.4400605186307588	0.6109439874766025	0.6914523476540881	0.27526290437561207	0.3143723007421107	nan	0.4373491208680612	nan	0.43270488050177036	nan	0.29272796769460796	0.6931954842737132	nan	0.3803194146278324	0.7159587273193938	0.2166895381393005	nan	0.5471242300926243	0.3683672300500879	0.3875180622438762	0.30369864759843246	nan	-0.6123724356957946	nan	0.36055512754639896	0.055985070879081	0.6036274738504286	nan	0.7297817849426533	0.513539635959096	0.7110314732273489	0.16896812677415607	0.0	0.6376426662425136	nan	0.604267319353088	0.48223684596672106	-0.3012320380383547	0.05827226685151073	0.34814003274599997	0.47625717230188624	0.40378006872852235	0.3740743218551545	nan	nan	nan	nan	nan	0.6153846153846154	nan	nan	0.2727272727272727	0.19999999999999996	nan	nan	0.21052631578947367	0.15000000000000002	0.23076923076923073	nan	nan	0.0	0.0	0.0714285714285714	0.6666666666666667	nan	nan	0.75	0.6666666666666667	0.25	0.22388059701492535	0.23076923076923073	nan	nan	0.9166666666666666	0.6923076923076923	0.25	0.32727272727272727	0.5535714285714286	0.5769230769230769	0	0	13	0	11	10	0	19	20	26	0	9	5	14	63	0	20	21	28	67	52	0	12	13	16	55	56	52	116	158	121	158	53	51	48	0	705	35	210	323	134	3
beimischen	1.637878787878788	0.723261782101571	0.690462085308057	0.46060909782137394	0.0	0.5854965753424657	0.0	0.9692307692307692	0.44044163778725154	0.0	-0.03409090909090917	0.3556818181818182	0.6118133816914639	0.7777777777777778	-0.026251734813707683	-0.2949346405228761	0.13060200668896316	0.8396774392031168	nan	0.09523809523809534	0.4062499999999999	-0.19047619047619047	0.6896755748912368	0.7893844824172989	0.0	0.2142857142857143	0.628260389036251	0.7424967377120487	0.5502787706079812	0.8745192307692308	0.7609292969561031	1.0	0.32386363636363635	0.39799331103678925	0.1550505050505051	0.5730392365426592	0.8147137738978065	0.789018346189436	0.7934160912916077	0.7161930456968373	0.6478158054549041	0.9854923801805702	0.6478158054549041	0.5540126379816618	0.6840288659222107	0.8343885928774151	0.43071677804713004	0.3878741394832541	0.5199791929639895	1.0	0.6478897196576914	0.8195384211420755	0.6482042692304145	0.7561234906226556	0.8263363494626176	0.7821082034886371	0.8381447284846487	0.8753365826910626	0.6975072578354233	0.9042499767643715	1.0	0.7083928786803173	0.8014339775931779	0.6401338384935455	0.6810522564747636	0.8541827702447703	0.8434551523001166	0.5984530288477473	0.4917591861047633	0.8765230646861665	0.5035896901981176	nan	0.6872760174482824	nan	0.975900072948533	0.4873321610087455	nan	-0.07569125885243728	0.4638556208962408	0.6469731852715714	0.8660254037844387	0.14322297480788654	-0.09534625892455922	0.30039462063188677	0.8843124556412776	nan	0.3333333333333333	0.37499999999999994	-0.19245008972987523	0.7045921425581326	0.8131434836168165	nan	0.3872983346207417	0.6190476190476191	0.7417024666398297	0.6445720711738355	0.8861142040978982	0.784400331320955	1.0	0.305158472144709	0.570087712549569	0.12649110640673517	0.6148505600270343	0.8257413502879171	0.7905608219600877	0.6166924265842348	0.6447733760914026	nan	nan	0.5	nan	0.5	0.9	nan	0.5	0.5454545454545454	0.4545454545454546	nan	0.6666666666666667	0.2941176470588235	0.2777777777777778	0.3913043478260869	nan	1.0	0.6	0.8	0.6153846153846154	0.52	nan	0.8	0.7647058823529411	0.75	0.8421052631578947	0.5	0.8	nan	1.0	0.7272727272727273	0.7692307692307692	0.5454545454545454	0.49382716049382713	0.7735849056603774	0.7222222222222222	2	2	10	2	11	11	3	17	18	23	2	10	10	13	50	5	17	16	19	94	50	3	11	13	11	81	53	90	257	275	115	251	53	55	52	23	1081	2	389	317	372	1
Dynamik	1.7713598074608905	0.4197561047263646	-0.6950464396284832	0.3684184033943477	nan	0.3078054378902547	0.0	0.19556409388945262	0.2946735995151497	-0.5	0.5626997436952188	-0.1491994625025248	0.26570692518865213	-0.7416666666666667	0.09097778130036205	0.037477799977799986	0.04270957464679992	0.5056577752364383	nan	0.37591207167267016	0.3423100570926658	0.2615565610859728	0.05910477702483363	0.5578897795733317	0.08333333333333337	0.3040649986214503	0.5466962826797386	0.27885147633052954	0.22209726990056378	0.4431973031255212	0.579709230834464	0.16666666666666663	0.19714501752858415	0.5109050054603594	0.1748399493666276	0.2744124044951426	0.49910252163842095	0.624651955655536	0.6075911687620849	1.0	0.023289398106274506	0.5222637732138875	-0.6444335854700465	0.734112360659923	0.3899643972505653	-0.2979794033232588	0.512365533037634	0.41621547394835046	0.5092490873897524	nan	0.5927211305187672	0.5820191699262638	0.615628465442449	0.46578240133067594	0.22802295111407356	0.6120625496478542	0.7912602636482602	0.5943206925371386	0.5333087222676305	0.6322050328735753	0.5406318645191721	0.5815777221559383	0.743376680339576	0.4592225850220365	0.4964885654951462	0.6639485830861452	0.7381878982746839	0.43459029134866095	0.35233560772818323	-0.33541019662496846	0.4345207370128932	nan	0.41366561046878747	nan	0.23077327081143606	0.3380711988892138	-0.9999999999999999	0.6183102207333525	-0.14930640911771575	0.5519644520747682	nan	0.3732103198698711	0.41272844967414823	0.43822993183946746	0.5702220831068425	nan	0.3637196636429836	0.3267872651590881	0.23719978133155234	0.33396946682755424	0.6029615614178674	1.0	0.3311460615314409	0.5640776313932876	0.29498084070762287	0.5552333368955061	0.45109006948206415	0.603892694513548	0.5000000000000001	0.1704510381232875	0.6349929002461697	0.1535199262130124	0.4698907280264021	0.518017008811683	0.6270330832741813	0.4352941176470589	0.4407635729327612	nan	nan	1.0	nan	0.0	0.5909090909090908	nan	0.5	0.6060606060606061	0.40909090909090906	nan	0.0	0.2666666666666667	0.18181818181818177	0.2727272727272727	nan	nan	0.7333333333333334	0.6666666666666667	0.5294117647058824	0.28125	nan	0.0	0.5641025641025641	0.7058823529411764	0.4878048780487805	0.32499999999999996	0.5081967213114754	nan	0.33333333333333337	0.42105263157894735	0.631578947368421	0.4285714285714286	0.31868131868131866	0.5454545454545454	0.5930232558139534	2	1	22	2	33	22	6	45	44	44	0	15	15	17	64	3	39	34	41	120	61	3	19	19	21	91	66	86	252	340	154	320	129	127	131	19	1472	87	605	450	287	43
Einreichung	1.70995670995671	0.05824446267432326	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.0633122815137821	nan	nan	nan	nan	0.170222234088947	nan	nan	nan	nan	0.0	0.08611211247296324	nan	nan	nan	nan	-0.109375	0.2777777777777778	0.09722222222222221	nan	nan	nan	nan	-0.014285714285714235	-0.03076923076923066	0.1527777777777778	0.736692534837134	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9345357710388482	nan	nan	nan	nan	0.5994393008122845	0.7760794939528871	nan	nan	nan	nan	0.8886477690729792	0.8269108614673626	0.659816745683349	0.31436926981260715	0.3110156974431094	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.31098724723568116	nan	nan	nan	nan	nan	0.22160507154836143	nan	nan	nan	nan	nan	0.4183300132670378	0.09090909090909091	nan	nan	nan	nan	nan	nan	0.203701381619181	0.8805970149253731	0.8811613925465918	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.967741935483871	nan	nan	nan	nan	nan	0.7777777777777778	0.8787878787878788	0.8611111111111112	nan	nan	nan	nan	0.9444444444444444	0.9117647058823529	0.8064516129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	36	33	0	0	0	0	36	34	31	104	103	86	102	0	0	0	0	395	0	0	37	355	3
Eintagsfliege	1.880392156862745	0.65817142665057	0.6969421487603307	0.6908877083128678	0.25	0.8024892654448914	0.0	0.5469057665260197	0.5513236467755034	0.8333333333333333	0.37037037037037035	0.43333333333333335	0.7038481498611739	0.43877551020408156	0.6887351778656128	0.5616883116883117	0.18300653594771243	0.7496112749407922	-0.41666666666666696	-0.17166666666666663	0.5475206611570248	0.04040404040404044	0.6340552878430719	0.744748027849788	0.3410894660894661	0.802356637863315	0.7949610205019239	0.4977649074149604	0.6837535909400375	0.6821601738314318	0.7184475727499977	0.7942857142857143	0.13945578231292532	0.4247962076909445	0.8120300751879699	0.4924346416379063	0.5665184230973705	0.6510891194005413	0.7087769179061514	0.5705750381320304	0.7161930456968373	0.7036270266643136	0.8883544983227974	0.45406843819166887	0.5349230174241411	0.6242279723225725	0.7324273488143378	0.6529434449972924	0.2718970764293164	-0.13416869021252031	0.06237129321552082	0.6640246213879986	0.13740636520222727	0.6811148955719326	0.5676312683129376	0.8347541330565369	0.8575475488378673	0.5741191924076711	0.736736023865975	0.7393647789793436	0.8719165107075302	0.635872412200642	0.619136865524117	0.9003461092500039	0.5814831266881053	0.6409479773978051	0.7144908929162721	0.5834178638766719	0.5385129434678798	0.7407437469876467	0.7242077632101779	nan	0.8050965844864542	nan	0.5245810804566304	0.5516561412911856	0.9999999999999999	0.35	0.408248290463863	0.7125163013423387	0.7	0.686268277177368	0.5669467095138409	0.2253744679276044	0.7570285598276953	nan	-0.16101529717988264	0.7156600534955911	0.0	0.6384887980754529	0.7512049823575195	0.3061862178478973	0.7990709194465473	0.7962103392299357	0.49193837724187267	0.6869570762188237	0.6914899032819294	0.7184979285242835	0.8249579113843054	0.09696969696969698	0.5642181773706736	0.8215838362577491	0.49392987810620415	0.5803046993075919	0.6544541741032986	0.6576862123613312	0.5618338716292053	nan	nan	0.0	nan	0.5	0.4444444444444444	nan	0.5	0.6666666666666667	0.5555555555555556	nan	0.5	0.782608695652174	0.5	0.6153846153846154	nan	0.0	0.30000000000000004	0.375	0.5	0.7931034482758621	nan	0.5714285714285714	0.631578947368421	0.6818181818181819	0.6086956521739131	0.6493506493506493	0.6734693877551021	nan	0.8	0.5833333333333333	0.5	0.9230769230769231	0.7125	0.75	0.6133333333333333	2	2	9	2	9	9	6	23	14	13	2	10	8	10	58	7	19	22	23	77	49	5	12	12	13	80	60	75	192	230	148	218	54	55	52	10	959	8	399	100	409	43
Engpaß	1.605603448275862	0.7313452139681869	0.0	0.8208259942523408	nan	0.7185424696057536	nan	0.7962962962962963	0.9028740905813725	nan	0.8146067415730337	0.8166666666666667	0.6974155006004172	0.0	0.6182407407407408	0.43264143264143273	0.88	0.6477486371169646	nan	-0.5833333333333333	0.0	0.0	0.5820947828750169	0.8085306394747981	nan	0.752167060677699	0.47976190476190483	0.8447736474052263	0.7554242964403391	0.5372782705099778	0.8135206335279053	nan	0.8333333333333333	0.9	0.7777777777777778	0.6024503424759908	0.706418918918919	0.9348384421421548	0.7557238459888531	nan	1.0	0.6925521410136989	nan	0.7717929174036405	0.8503304603785561	0.5696546394805946	0.47078569973543705	0.5351032563665057	0.8954079307139103	nan	-1.326298224191489	0.5061849993091116	0.7345117002191016	0.6345061230461686	nan	0.7340425765498904	0.5497145392366634	0.8690193166484116	0.7786185059254803	0.621995487740899	nan	0.8883544983227974	0.9219638971784688	0.8804243069726362	0.6688778663687287	0.7499963863101567	0.9427094836004444	0.726492251166574	0.8002434322215797	nan	0.8950112912544842	nan	0.8129200771653097	nan	1.0	0.9143073910066264	nan	1.0	0.9000000000000001	0.698239122815193	nan	0.7463904912524668	0.5354496700964052	0.9128709291752769	0.6475980465223693	nan	nan	nan	nan	0.5873760915414474	0.8217385512891363	nan	0.8542421961772492	0.6605782590758164	0.8563488385776754	0.7587272565562871	0.5384085236425435	0.8303124189372492	nan	0.9999999999999999	0.9428090415820635	0.8660254037844387	0.6025250438233103	0.7067146506297326	0.9359153840737214	0.7084468664850136	0.6064277338201799	nan	nan	nan	nan	1.0	0.5	nan	nan	0.5	0.6666666666666667	nan	0.0	0.6	0.4444444444444444	0.8	nan	nan	0.0	0.5	0.6666666666666667	0.7297297297297297	nan	nan	0.5555555555555556	0.5833333333333333	0.7272727272727273	0.7647058823529411	0.6829268292682926	nan	nan	0.5	0.75	0.6666666666666667	0.6730769230769231	0.75	0.8867924528301887	0	1	6	0	6	6	1	10	9	5	0	3	2	3	37	0	9	12	11	51	41	0	2	4	3	52	40	53	155	181	102	165	42	44	43	13	745	16	279	72	350	28
Entscheidung	1.7482758620689656	-0.08404841760126791	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.2494543050242315	nan	nan	nan	nan	-0.31117916677174495	nan	nan	nan	nan	-0.013157894736842035	-0.08918531806514318	nan	nan	nan	nan	-0.4786641689619091	-0.5462880423763996	0.05593646957264753	nan	nan	nan	nan	-0.3426884931022047	-0.37602123614781857	0.3629978032879818	0.2576298896666781	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8968238645712807	nan	nan	nan	nan	-0.003904936189175201	-0.019056136871980822	nan	nan	nan	nan	0.05757626576301711	0.10125441360655696	0.6672430885555842	0.1231477216863859	0.12142350754509446	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10613191661448984	nan	nan	nan	nan	-0.05816423351141059	nan	nan	nan	nan	nan	0.2550657280809842	nan	nan	nan	nan	0.03385705308143145	0.04080227792140879	0.19197504863029108	nan	nan	nan	nan	0.039482806728426155	nan	0.37155189244911146	0.446096654275093	0.4567893798238894	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9487179487179487	nan	nan	nan	nan	nan	0.276595744680851	0.24390243902439024	nan	nan	nan	nan	nan	0.3846153846153846	0.4285714285714286	0.45833333333333337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	47	41	0	0	0	0	52	42	48	132	132	113	130	0	0	0	0	507	0	29	155	323	0
Festspiel	1.6883720930232557	-0.12037857823175147	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.41785596046704065	nan	nan	nan	nan	-0.22467824702944483	nan	nan	nan	nan	-0.037735849056603765	0.0022174052487807794	nan	nan	nan	nan	-0.49076923076923085	-0.23637037037037034	-0.1770577537674507	nan	nan	nan	nan	-0.5730676328502415	-0.4186507936507937	0.2826308182847608	0.2797588148638074	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.7929921916282979	nan	nan	nan	nan	0.02737338066693129	0.23159721325864147	nan	nan	nan	nan	0.013138107328242388	0.12932655519528125	0.7460089553639329	0.28136494624818603	0.28685834108879094	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.046101899607895284	nan	nan	nan	nan	nan	0.41921545356306567	nan	nan	nan	nan	nan	0.3453464367989849	-0.007913809967127173	nan	nan	nan	nan	nan	0.11656310103003922	0.39866548543734864	0.4480874316939891	0.4584249084249084	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8928571428571429	nan	nan	nan	nan	nan	0.3076923076923077	0.33333333333333337	nan	nan	nan	nan	nan	0.25	0.33333333333333337	0.6333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	26	30	0	0	0	0	36	33	30	96	95	78	94	0	0	0	0	363	0	8	136	218	1
Frechheit	1.7317073170731707	-0.05653871371252128	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.30150886105734376	nan	nan	nan	nan	-0.07680746276277595	nan	nan	nan	nan	-0.08536585365853666	-0.16927766549256695	nan	nan	nan	nan	-0.44071210801393734	-0.32293233082706774	0.005760847792550261	nan	nan	nan	nan	-0.3633550975991293	-0.06777458521644575	0.23591373579245023	0.34233584611127765	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6693835260399195	nan	nan	nan	nan	0.1193925307294702	0.20382805603957133	nan	nan	nan	nan	0.10986884903250382	0.3339433411701134	0.6593459524524299	0.1608062609601167	0.15551301961053887	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.20043191372016733	nan	nan	nan	nan	0.061950350097871545	nan	nan	nan	nan	-0.06470396333157187	0.15260231941796693	nan	nan	nan	nan	0.27652221131661636	0.12295385968689426	0.0921598130215634	nan	nan	nan	nan	0.10822066212933511	0.23866216696646123	0.25142318089549814	0.45977011494252873	0.45129848997838057	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8222222222222222	nan	nan	nan	nan	nan	0.25	0.2857142857142857	nan	nan	nan	nan	nan	0.3589743589743589	0.4418604651162791	0.5490196078431373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	48	35	0	0	0	0	39	43	51	130	128	110	129	0	0	0	0	497	0	7	200	288	2
Fuß	1.6289500509683996	0.636831236608862	0.5480456026058632	0.7235708024224452	-0.6666666666666667	0.5639708845456377	0.0	0.5794476716058363	0.6800560217574139	0.16666666666666663	0.6730818387961246	0.37771744595274015	0.7065852341247247	0.5833333333333333	0.7148726135053176	0.2971221642347427	0.7050304155067533	0.6563275934129936	0.0	0.34517857142857133	-0.39220265900107787	0.5776412776412776	0.5952494585706265	0.5846066389214194	-0.10317460317460325	0.5035067971690768	0.5219197830818296	0.2497098375806902	0.5720028307908638	0.3898922596682929	0.7049501633761248	-0.5833333333333333	0.6585117227319062	0.3517203282828283	0.7091331148564295	0.8194061233046155	0.5529223733216697	0.43573198413829517	0.6146793947091793	0.06466606988197099	0.5061849993091116	0.7360203257172594	0.4151689023591466	0.6211278454475926	0.5392366264751954	0.7024933154090958	0.6945908396931082	0.27673723664780014	0.5428790699093627	0.40878896274075505	0.5012811583044914	-0.29039620969220636	0.6073638694332817	0.5038347280015902	0.10320179735166557	0.6365634203519253	0.7495947081491614	0.3871469039327591	0.5311203698977164	0.5713350584251271	-0.17998127574841716	0.7248882371563404	0.44450055530602905	0.680120314047802	0.7152498753238313	0.5015469158336939	0.41394131423512004	0.6191683128287013	0.4891276515685972	0.5590169943749473	0.7545950882888048	nan	0.5992935343498751	nan	0.6473408527789789	0.7200017200563469	nan	0.7425441461934483	0.5297284633639759	0.7886094986375065	1.0	0.7211555568320619	0.3880906445185989	0.7056915145555144	0.7554234271567222	nan	0.43508878252288774	-0.14314958357846705	0.5403830945624492	0.7207940176906835	0.6750003556641408	-0.12247448713915891	0.5815627229140264	0.5182452804604546	0.2751075408226614	0.6841763766622253	0.43387608343141604	0.8249570737443317	-1.0	0.6918696688775339	0.3796793230632876	0.8312000292723571	0.8508587953058889	0.6890119401818633	0.6382828743536446	0.4522727272727273	0.42892448453289855	nan	nan	0.0	nan	0.5	0.6086956521739131	nan	0.33333333333333337	0.47619047619047616	0.4666666666666667	nan	0.33333333333333337	0.5	0.19999999999999996	0.5	nan	0.6666666666666667	0.5	0.18181818181818177	0.7272727272727273	0.34615384615384615	nan	0.33333333333333337	0.4722222222222222	0.7058823529411764	0.31034482758620685	0.31818181818181823	0.6338028169014085	nan	0.0	0.4444444444444444	0.5	0.5625	0.7083333333333333	0.31707317073170727	0.36363636363636365	3	2	23	3	21	15	3	26	25	30	3	10	11	11	78	6	36	34	29	110	71	3	18	16	16	96	82	99	295	365	190	335	126	125	125	37	1598	310	638	210	411	29
